Boat,Category,Club,Courses_Nat,Division,Name,Num_Courses,Points,Points_Club,Rank,Scratch,Year
C1H,S,Canoe Kayak Pontarlier,"
			3		",niveau,Tao Petit,"
			4		","
			219.89		",970,"
			185		","
			82		","
			2007		"
K1H,S,Golbey Epinal St Nabord,"
			3		",niveau,Maxime Devis,"
			4		","
			219.92		",909,"
			186		","
			83		","
			2004		"
K1H,S,Ancerville-bar Le Duc,"
			3		",niveau,Thibaut Boudier,"
			4		","
			219.97		",908,"
			187		","
			84		","
			2005		"
K1H,S,C.k.c. Nancy Tomblaine,"
			3		",niveau,Jean Charles Hacquart,"
			4		","
			220.54		",906,"
			188		","
			85		","
			2002		"
K1H,J,Hermes Canoe Kayak,"
			3		",niveau,ClÉment Tamion,"
			4		","
			220.9		",965,"
			189		","
			86		","
			2006		"
C1H,J,Red Star Club Champigny,"
			3		",niveau,Valerian Descot,"
			4		","
			220.94		",934,"
			190		","
			53		","
			2007		"
K1H,S,Red Star Club Champigny,"
			3		",niveau,Axel Colin,"
			4		","
			220.99		",904,"
			191		","
			87		","
			2005		"
K1H,S,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Yon Dandonneau,"
			4		","
			222.96		",903,"
			192		","
			88		","
			2004		"
K1H,S,Club Canoe Kayak Vienne,"
			3		",niveau,Clement Dancette,"
			4		","
			230.58		",902,"
			193		","
			89		","
			2005		"
K1H,S,Orthez Nautique C.k.,"
			3		",niveau,Julien Doumecq,"
			4		","
			231.16		",901,"
			194		","
			90		","
			2003		"
K1H,S,Kayak Club De Rennes,"
			3		",niveau,Anthony Drouhin,"
			4		","
			233.16		",900,"
			195		","
			91		","
			1995		"
C1D,S,C.k.c. Nancy Tomblaine,"
			3		",niveau,Julia Budzinski,"
			4		","
			234.04		",910,"
			196		","
			15		","
			1999		"
K1D,S,Kayak Club De Metz,"
			3		",niveau,Luisa Burner,"
			4		","
			235		",870,"
			197		","
			38		","
			2003		"
K1H,J,Cadpa Huningue,"
			3		",niveau,Colin Floch,"
			4		","
			235.31		",959,"
			198		","
			92		","
			2007		"
K1H,S,Cadpa Huningue,"
			3		",niveau,Loic Trenchant,"
			4		","
			235.77		",898,"
			199		","
			93		","
			2002		"
K1D,C,Orthez Nautique C.k.,"
			3		",niveau,Margot Lapeze,"
			4		","
			235.81		",927,"
			200		","
			39		","
			2008		"
K1D,S,Kayak Club Angerien,"
			3		",niveau,Noeline Pierre,"
			4		","
			236.38		",863,"
			201		","
			40		","
			2005		"
K1H,S,Val De L'indre Canoe Kayak,"
			3		",niveau,Thibaud Lacour,"
			4		","
			236.73		",896,"
			202		","
			94		","
			1991		"
K1H,S,Alck Bagneres De Bigorre,"
			3		",niveau,Marc Sarramea,"
			4		","
			236.98		",895,"
			203		","
			95		","
			2001		"
K1H,S,Les Castors Rislois Ck Pont-audemer,"
			3		",niveau,Louison Decarsin,"
			4		","
			237.08		",894,"
			204		","
			96		","
			2005		"
K1H,J,Canoe Kayak Toulousain,"
			3		",niveau,Marius Guerin Redon,"
			4		","
			238.56		",953,"
			205		","
			97		","
			2007		"
K1H,S,Lanester Canoe Kayak Club,"
			3		",niveau,Simon Le Nevez,"
			4		","
			238.61		",892,"
			206		","
			98		","
			2005		"
K1H,S,Istres Entressen CanoË Kayak,"
			3		",niveau,Tom Dolle,"
			4		","
			238.82		",891,"
			207		","
			99		","
			2000		"
K1H,J,Val De L'indre Canoe Kayak,"
			3		",niveau,Gabriel Bonsens,"
			4		","
			239.33		",950,"
			208		","
			100		","
			2007		"
K1D,S,Golbey Epinal St Nabord,"
			3		",niveau,Iana Gonseth,"
			4		","
			239.36		",860,"
			209		","
			41		","
			2005		"
K1H,J,Angouleme Canoe Kayak,"
			3		",niveau,Nolann Lacoudre,"
			4		","
			242.81		",949,"
			210		","
			101		","
			2006		"
K1D,S,Association Vezere Canoe Kayak,"
			3		",niveau,Manon Prioux,"
			4		","
			242.94		",856,"
			211		","
			42		","
			1994		"
C1D,J,Muret Olympique C.k.,"
			3		",niveau,Camille Vuitton,"
			4		","
			243.25		",964,"
			212		","
			16		","
			2006		"
K1D,J,Spcoc La Colle Sur Loup,"
			3		",niveau,Eyleen Vuilleumier,"
			4		","
			246.95		",913,"
			213		","
			43		","
			2007		"
K1D,S,La Plagne Eaux Vives,"
			3		",niveau,Zelie Ferraris,"
			4		","
			248.89		",849,"
			214		","
			44		","
			2005		"
K1D,S,Golbey Epinal St Nabord,"
			3		",niveau,Margot Perrin,"
			4		","
			250.45		",846,"
			215		","
			45		","
			2001		"
K1D,S,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Margaux Fabijan,"
			4		","
			250.95		",842,"
			216		","
			46		","
			2003		"
K1H,S,Canoe Kayak Club De Mehun,"
			3		",niveau,Collin Pouradier,"
			4		","
			251.19		",888,"
			217		","
			102		","
			1999		"
K1H,S,J.s.p.a. Mayenne,"
			3		",niveau,Romain Margerie,"
			4		","
			252.08		",886,"
			218		","
			103		","
			2004		"
K1D,S,Canoe Kayak Clisson,"
			3		",niveau,Myriam Le Joncourt,"
			4		","
			253.5		",839,"
			219		","
			47		","
			1998		"
K1H,J,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Yuha Egraz,"
			4		","
			253.52		",945,"
			220		","
			104		","
			2006		"
K1H,M,Orthez Nautique C.k.,"
			3		",niveau,Martin Lapeze,"
			4		","
			255.18		",884,"
			221		","
			105		","
			2010		"
K1H,S,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Jules Brisson,"
			4		","
			255.86		",883,"
			222		","
			106		","
			2005		"
C1H,J,Canoe Kayak Club France,"
			3		",niveau,Matheo Senechault,"
			4		","
			256.27		",932,"
			223		","
			54		","
			2007		"
C1D,J,Spcoc La Colle Sur Loup,"
			3		",niveau,Eyleen Vuilleumier,"
			4		","
			256.95		",958,"
			224		","
			17		","
			2007		"
C1H,J,Association Vezere Canoe Kayak,"
			3		",niveau,Felix Chevallier,"
			4		","
			257.05		",929,"
			225		","
			55		","
			2007		"
C1D,S,Angouleme Canoe Kayak,"
			3		",niveau,Perrine Joubert,"
			4		","
			257.48		",891,"
			226		","
			18		","
			2002		"
C1H,S,Eyrieux Canoe Kayak,"
			3		",niveau,Axel Brossat,"
			4		","
			257.61		",867,"
			227		","
			56		","
			2005		"
K1H,J,Canoe Kayak De Vertou,"
			3		",niveau,Sacha Menard,"
			4		","
			258.65		",942,"
			228		","
			107		","
			2006		"
K1H,C,Lannion Canoe Kayak,"
			3		",niveau,Liam Le Touze,"
			4		","
			260.26		",941,"
			229		","
			108		","
			2008		"
K1D,J,Association Vezere Canoe Kayak,"
			3		",niveau,Suzanne Brossard,"
			4		","
			260.62		",895,"
			230		","
			48		","
			2007		"
K1H,J,Canoe Kayak Du Pays De Broceliande,"
			3		",niveau,Malo Lajoye,"
			4		","
			263.1		",940,"
			231		","
			109		","
			2007		"
K1H,S,Foix Canoe Kayak Eau Vive,"
			3		",niveau,Timeo Canonico,"
			4		","
			263.5		",879,"
			232		","
			110		","
			2004		"
K1H,S,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Pierric Clipet,"
			4		","
			263.72		",877,"
			233		","
			111		","
			2005		"
K1D,J,Orthez Nautique C.k.,"
			3		",niveau,Lilou Maniet,"
			4		","
			264.89		",892,"
			234		","
			49		","
			2007		"
K1H,J,Torcy Canoe Kayak,"
			3		",niveau,Teo Tester,"
			4		","
			266.85		",936,"
			235		","
			112		","
			2006		"
C1H,S,Canoe Kayak Le Mas D'agenais,"
			3		",niveau,Loris Shayam Affre,"
			4		","
			267.34		",865,"
			236		","
			57		","
			2003		"
K1H,J,Foix Canoe Kayak Eau Vive,"
			3		",niveau,Nathan Caprice Michaux,"
			4		","
			268.74		",935,"
			237		","
			113		","
			2006		"
K1H,S,Orthez Nautique C.k.,"
			3		",niveau,Mathys Maniet,"
			4		","
			269.72		",874,"
			238		","
			114		","
			2004		"
K1H,S,Canoe Kayak Club Sabolien,"
			3		",niveau,Marwan Bazot,"
			4		","
			270.41		",873,"
			239		","
			115		","
			2005		"
K1H,V2,Pagaie Orleans Metropole,"
			3		",niveau,Fabien Tournadre,"
			4		","
			271.25		",872,"
			240		","
			116		","
			1982		"
K1H,C,Niagara Canoe Kayak Club,"
			3		",niveau,Riwal Le Ray,"
			4		","
			271.9		",931,"
			241		","
			117		","
			2008		"
C1D,J,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Rozmarina Estanguet,"
			4		","
			272.18		",945,"
			242		","
			19		","
			2006		"
K1H,V4,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Davy Egraz,"
			4		","
			272.44		",870,"
			243		","
			118		","
			1974		"
C1H,S,C.k.c. Nancy Tomblaine,"
			3		",niveau,Maxime Forcadette,"
			4		","
			273.68		",862,"
			244		","
			58		","
			2005		"
K1H,J,C.k.c. Beaurainvillois,"
			3		",niveau,Nathan Morris,"
			4		","
			275.9		",929,"
			245		","
			119		","
			2006		"
K1H,V2,Val De L'indre Canoe Kayak,"
			3		",niveau,Christophe Marechal,"
			4		","
			276.45		",867,"
			246		","
			120		","
			1982		"
K1H,J,Canoe Kayak Club Sabolien,"
			3		",niveau,Matteo Weinegaessel,"
			4		","
			276.55		",926,"
			247		","
			121		","
			2006		"
K1H,J,Angouleme Canoe Kayak,"
			3		",niveau,Timothee Borde,"
			4		","
			277.66		",925,"
			248		","
			122		","
			2006		"
C1H,C,Canoe Kayak Club De Mehun,"
			3		",niveau,Cyrian Menuat,"
			4		","
			277.87		",920,"
			249		","
			59		","
			2008		"
K1H,J,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Celio Chevallier,"
			4		","
			278.65		",924,"
			250		","
			123		","
			2006		"
K1H,S,Spcoc La Colle Sur Loup,"
			3		",niveau,Julien Ojard-chillet,"
			4		","
			279.25		",863,"
			251		","
			124		","
			2003		"
K1H,S,Ancerville-bar Le Duc,"
			3		",niveau,Loric Bertrand Delorme,"
			4		","
			280.65		",862,"
			252		","
			125		","
			2000		"
C1H,J,Cadpa Huningue,"
			3		",niveau,Colin Floch,"
			4		","
			281.45		",917,"
			253		","
			60		","
			2007		"
C1H,S,Torcy Canoe Kayak,"
			3		",niveau,Loic Dufour,"
			4		","
			281.51		",855,"
			254		","
			61		","
			2005		"
K1D,S,Canoe Kayak Club Cessenon,"
			3		",niveau,Maeva Bachelot,"
			4		","
			283.11		",828,"
			255		","
			50		","
			2001		"
K1H,S,Canoe Kayak Haute Isere,"
			3		",niveau,Jules Silvin,"
			4		","
			283.93		",861,"
			256		","
			126		","
			2000		"
K1H,S,Club Nautique Aubois,"
			3		",niveau,Romain Moret,"
			4		","
			285.47		",860,"
			257		","
			127		","
			2005		"
K1H,S,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Paul Gobert,"
			4		","
			285.48		",859,"
			258		","
			128		","
			2002		"
K1H,V2,Canoe Kayak Toulousain,"
			3		",niveau,Sebastien Halilou,"
			4		","
			286.89		",857,"
			259		","
			129		","
			1984		"
K1D,S,Spcoc La Colle Sur Loup,"
			3		",niveau,Lou Ann Vuilleumier,"
			4		","
			287.12		",825,"
			260		","
			51		","
			2005		"
K1D,C,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Laurette Laly,"
			4		","
			287.71		",881,"
			261		","
			52		","
			2008		"
K1H,V1,A.s. Chelles Et Cheminots,"
			3		",niveau,Loic Monbel,"
			4		","
			288.14		",856,"
			262		","
			130		","
			1986		"
C1H,V3,Red Star Club Champigny,"
			3		",niveau,Benoit Chantry,"
			4		","
			288.14		",852,"
			263		","
			62		","
			1979		"
K1H,J,Alck Bagneres De Bigorre,"
			3		",niveau,Natanael Perilhou,"
			4		","
			289.22		",915,"
			264		","
			131		","
			2007		"
C1H,V3,Pagaie Orleans Metropole,"
			3		",niveau,Charly Chassigneux,"
			4		","
			291.14		",850,"
			265		","
			63		","
			1979		"
C1H,S,Ur Tipula,"
			3		",niveau,Edgar Paleaubrasseur,"
			4		","
			291.21		",848,"
			266		","
			64		","
			2005		"
K1H,S,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Victor Eduardo Carneiro Gomes,"
			4		","
			292.22		",854,"
			267		","
			132		","
			2005		"
K1H,C,Torcy Canoe Kayak,"
			3		",niveau,Leo Roye,"
			4		","
			292.68		",913,"
			268		","
			133		","
			2009		"
K1H,S,Canoe Kayak Du Pays De Broceliande,"
			3		",niveau,Glen Le Meur,"
			4		","
			294.65		",852,"
			269		","
			134		","
			2002		"
K1H,J,Foyer Loisirs Manslois,"
			3		",niveau,Jules Mauget,"
			4		","
			294.8		",911,"
			270		","
			135		","
			2006		"
C1H,J,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Yuha Egraz,"
			4		","
			294.84		",905,"
			271		","
			65		","
			2006		"
K1H,V4,Canoe Kayak Club Sabolien,"
			3		",niveau,Herve Busson,"
			4		","
			297.19		",850,"
			272		","
			136		","
			1970		"
K1H,C,Niagara Canoe Kayak Club,"
			3		",niveau,Noah Biso,"
			4		","
			297.66		",909,"
			273		","
			137		","
			2008		"
K1H,J,Spcoc La Colle Sur Loup,"
			3		",niveau,Theo Dessolies,"
			4		","
			297.84		",907,"
			274		","
			138		","
			2006		"
C1H,S,Canoe Kayak Club France,"
			3		",niveau,Alexandre Ghirardi,"
			4		","
			297.85		",843,"
			275		","
			66		","
			2000		"
K1H,S,Montpellier Mediterranee Metropole Ck-uc,"
			3		",niveau,Nicolas Feuillard,"
			4		","
			297.93		",846,"
			276		","
			139		","
			1992		"
K1H,S,Val De L'indre Canoe Kayak,"
			3		",niveau,Benjamin Harreau,"
			4		","
			299.86		",845,"
			277		","
			140		","
			1999		"
K1D,S,Canoe Kayak De Quimperle,"
			3		",niveau,Eva Marchand,"
			4		","
			301.14		",818,"
			278		","
			53		","
			2003		"
C1D,J,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Judith Locatelli,"
			4		","
			301.93		",938,"
			279		","
			20		","
			2007		"
K1H,S,Val De L'indre Canoe Kayak,"
			3		",niveau,Lucas Augu,"
			4		","
			302.43		",844,"
			280		","
			141		","
			2002		"
C1D,C,Golbey Epinal St Nabord,"
			3		",niveau,Emilie Moret,"
			4		","
			302.6		",932,"
			281		","
			21		","
			2008		"
K1D,J,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Rozmarina Estanguet,"
			4		","
			302.88		",874,"
			282		","
			54		","
			2006		"
K1H,S,Chambery Le Bourget Canoe Kayak,"
			3		",niveau,Gaspard Gonseth,"
			4		","
			303.14		",843,"
			283		","
			142		","
			2004		"
K1H,J,Chambery Le Bourget Canoe Kayak,"
			3		",niveau,Nils Biermans,"
			4		","
			304.03		",902,"
			284		","
			143		","
			2006		"
K1H,S,C.k.c. De L'ill Selestat,"
			3		",niveau,Gael Ettwiller,"
			4		","
			304.37		",841,"
			285		","
			144		","
			2003		"
K1D,C,Golbey Epinal St Nabord,"
			3		",niveau,Emilie Moret,"
			4		","
			304.69		",871,"
			286		","
			55		","
			2008		"
K1H,S,Amicale Laique Pontouvre,"
			3		",niveau,Maxime Blondeau,"
			4		","
			304.93		",840,"
			287		","
			145		","
			2004		"
K1H,C,Canoe Kayak Toulousain,"
			3		",niveau,Thomas Crampes,"
			4		","
			304.97		",899,"
			288		","
			146		","
			2008		"
K1H,C,Chambery Le Bourget Canoe Kayak,"
			3		",niveau,Timeo Triomphe,"
			4		","
			305.11		",897,"
			289		","
			147		","
			2009		"
K1H,S,C.k.c. Beaurainvillois,"
			3		",niveau,Thibaut Evrard,"
			4		","
			305.15		",836,"
			290		","
			148		","
			2002		"
K1H,V5,Kayak Club Angerien,"
			3		",niveau,Xavier Jourdain,"
			4		","
			305.18		",835,"
			291		","
			149		","
			1966		"
K1H,J,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Titouan Duraffourg,"
			4		","
			305.99		",894,"
			292		","
			150		","
			2007		"
K1H,S,Alck Bagneres De Bigorre,"
			3		",niveau,Luc Sarramea,"
			4		","
			306.91		",833,"
			293		","
			151		","
			1999		"
K1D,C,Kayak Club De Metz,"
			3		",niveau,Britta Jung,"
			4		","
			308.35		",867,"
			294		","
			56		","
			2009		"
C2H,V1,Canoe Kayak De Quimperle,"
			3		",niveau,Julien Darcillon,"
			4		","
			308.95		",1000,"
			295		","
			1		","
			1985		"
K1D,J,Eaux Vives Oyonnax C.k.,"
			3		",niveau,Judith Locatelli,"
			4		","
			309.01		",864,"
			296		","
			57		","
			2007		"
K1H,J,Lannion Canoe Kayak,"
			3		",niveau,Gurvan Piton,"
			4		","
			310.06		",892,"
			297		","
			152		","
			2007		"
K1H,S,U.s.c. Nay Canoe Kayak,"
			3		",niveau,Tristan Ruiz,"
			4		","
			310.89		",831,"
			298		","
			153		","
			2000		"
K1H,J,Canoe Kayak Club France,"
			3		",niveau,Matheo Senechault,"
			4		","
			311.62		",890,"
			299		","
			154		","
			2007		"
K1H,C,Aixe Canoe Kayak,"
			3		",niveau,Leo Alais,"
			4		","
			312.78		",888,"
			300		","
			155		","
			2008		"
K1H,S,J.s.p.a. Mayenne,"
			3		",niveau,ClÉment Louveau,"
			4		","
			313.22		",827,"
			301		","
			156		","
			2005		"
K1D,S,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Mila Dastugue Lavignasse,"
			4		","
			313.6		",800,"
			302		","
			58		","
			2005		"
K1D,S,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,Alice Daniels,"
			4		","
			313.93		",797,"
			303		","
			59		","
			2005		"
C1D,J,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Honorine Pichard,"
			4		","
			314.83		",926,"
			304		","
			22		","
			2007		"
K1H,S,Foix Canoe Kayak Eau Vive,"
			3		",niveau,Paul Cornut-chauvinc,"
			4		","
			315.12		",826,"
			305		","
			157		","
			1998		"
C1D,J,Torcy Canoe Kayak,"
			3		",niveau,Camille Brugvin,"
			4		","
			316.05		",919,"
			306		","
			23		","
			2006		"
K1H,J,Red Star Club Champigny,"
			3		",niveau,Mathis Colin,"
			4		","
			317.51		",885,"
			307		","
			158		","
			2007		"
K1H,C,U.s. Sauveterre C.k.,"
			3		",niveau,Tom Pucheu,"
			4		","
			318.3		",884,"
			308		","
			159		","
			2009		"
C1H,S,Chateauneuf Pagaie Aventure,"
			3		",niveau,Robin Le Fellic,"
			4		","
			318.31		",840,"
			309		","
			67		","
			2005		"
K1H,C,Val De L'indre Canoe Kayak,"
			3		",niveau,Theo Chetoui,"
			4		","
			319.26		",883,"
			310		","
			160		","
			2008		"
K1H,C,Etoile Amou Canoe Kayak,"
			3		",niveau,Louis Bernard,"
			4		","
			319.37		",882,"
			311		","
			161		","
			2008		"
K1H,C,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Oscar Mizzi,"
			4		","
			319.91		",881,"
			312		","
			162		","
			2008		"
K1H,S,Lanester Canoe Kayak Club,"
			3		",niveau,Lorin Dumont,"
			4		","
			320.49		",820,"
			313		","
			163		","
			1995		"
C1H,S,Ancerville-bar Le Duc,"
			3		",niveau,Theo Reby,"
			4		","
			320.91		",838,"
			314		","
			68		","
			2004		"
K1H,V1,Kayak Club De Metz,"
			3		",niveau,Jerome Olhagaray,"
			4		","
			320.93		",818,"
			315		","
			164		","
			1986		"
K1H,S,Club Sportif Beaumontais Canoe Kayak,"
			3		",niveau,Fabien Bonvalet,"
			4		","
			322.19		",817,"
			316		","
			165		","
			2003		"
K1D,C,Canoe Kayak Tain Tournon,"
			3		",niveau,Laura Lesches,"
			4		","
			322.36		",853,"
			317		","
			60		","
			2008		"
K1H,V1,Canoe Kayak Toulousain,"
			3		",niveau,Jonathan Delagnes,"
			4		","
			322.48		",816,"
			318		","
			166		","
			1986		"
C1H,C,Val De L'indre Canoe Kayak,"
			3		",niveau,Theo Chetoui,"
			4		","
			322.53		",896,"
			319		","
			69		","
			2008		"
K1H,S,Canoe Kayak Haute Isere,"
			3		",niveau,Axel Clement,"
			4		","
			322.9		",815,"
			320		","
			167		","
			2004		"
K1D,J,Ancerville-bar Le Duc,"
			3		",niveau,Mattea Hannequin,"
			4		","
			323.4		",850,"
			321		","
			61		","
			2007		"
K1H,J,Golbey Epinal St Nabord,"
			3		",niveau,Leo-paul Cassin,"
			4		","
			324.19		",874,"
			322		","
			168		","
			2006		"
K1H,S,Golbey Epinal St Nabord,"
			3		",niveau,Anthony Rouhier,"
			4		","
			324.36		",813,"
			323		","
			169		","
			2000		"
K1H,J,Red Star Club Champigny,"
			3		",niveau,Kavishan Kulatunga,"
			4		","
			324.39		",872,"
			324		","
			170		","
			2006		"
C1H,C,Chambery Le Bourget Canoe Kayak,"
			3		",niveau,Timeo Triomphe,"
			4		","
			324.72		",893,"
			325		","
			70		","
			2009		"
K1H,J,Chambery Le Bourget Canoe Kayak,"
			3		",niveau,Gustave Gonseth,"
			4		","
			325.35		",871,"
			326		","
			171		","
			2006		"
K1H,J,Chambery Le Bourget Canoe Kayak,"
			3		",niveau,Alric Detheve,"
			4		","
			325.43		",870,"
			327		","
			172		","
			2007		"
K1H,C,Canoe Kayak Club De Mehun,"
			3		",niveau,Cyrian Menuat,"
			4		","
			325.55		",868,"
			328		","
			173		","
			2008		"
K1H,S,Canoe Kayak Haute Isere,"
			3		",niveau,Isaac Pinneau,"
			4		","
			328.15		",807,"
			329		","
			174		","
			2004		"
K1D,S,Torcy Canoe Kayak,"
			3		",niveau,Emilie Delahaye,"
			4		","
			329.84		",786,"
			330		","
			62		","
			1997		"
C2H,S,C.k.c. Nancy Tomblaine,"
			3		",niveau,Thibault Blaise,"
			4		","
			330.02		",978,"
			331		","
			2		","
			2001		"
K1H,V1,Ancerville-bar Le Duc,"
			3		",niveau,Sebastien De Berchem,"
			4		","
			330.03		",806,"
			332		","
			175		","
			1987		"
C1H,J,Foix Canoe Kayak Eau Vive,"
			3		",niveau,Nathan Caprice Michaux,"
			4		","
			330.73		",891,"
			333		","
			71		","
			2006		"
K1H,J,Canoe Kayak Clisson,"
			3		",niveau,Eliot Chouteau,"
			4		","
			331.44		",865,"
			334		","
			176		","
			2007		"
K1H,J,Club Nautique Pontrieux,"
			3		",niveau,Zelio Goater,"
			4		","
			331.67		",864,"
			335		","
			177		","
			2006		"
K1H,S,Hermes Canoe Kayak,"
			3		",niveau,Helwann Rachdi,"
			4		","
			333.47		",803,"
			336		","
			178		","
			2003		"
K1H,S,Annonay Canoe Kayak Club,"
			3		",niveau,Matis Cote,"
			4		","
			334.16		",802,"
			337		","
			179		","
			2004		"
K1H,J,Association Vezere Canoe Kayak,"
			3		",niveau,Lucas Grandjean,"
			4		","
			334.95		",861,"
			338		","
			180		","
			2007		"
K1D,C,Red Star Club Champigny,"
			3		",niveau,Lina Belhaddad,"
			4		","
			335.12		",843,"
			339		","
			63		","
			2009		"
K1H,S,Pau Canoe-kayak Club Universitaire,"
			3		",niveau,KÉziah Lecomte,"
			4		","
			335.87		",800,"
			340		","
			181		","
			2004		"
K1H,S,Fjep Bazancourt,"
			3		",niveau,Axel Guilleret,"
			4		","
			337.33		",798,"
			341		","
			182		","
			1998		"
C1D,C,Cesson Sevigne Canoe Kayak Les Poissons Volants,"
			3		",niveau,Laurette Laly,"
			4		","
			337.58		",913,"
			342		","
			24		","
			2008		"
K1H,J,Association Vezere Canoe Kayak,"
			3		",niveau,Tom Pagnon,"
			4		","
			338.07		",857,"
			343		","
			183		","
			2007		"
K1H,J,Canoe Kayak Toulousain,"
			3		",niveau,Antoine Bazalgette Bissonnet,"
			4		","
			338.29		",856,"
			344		","
			184		","
			2007		"
K1H,C,Ancerville-bar Le Duc,"
			3		",niveau,Louis Arribe,"
			4		","
			338.5		",855,"
			345		","
			185		","
			2008		"
C1H,V1,Canoe Kayak De Quimperle,"
			3		",niveau,Francois Hemidy,"
			4		","
			338.78		",828,"
			346		","
			72		","
			1985		"
C1H,S,Pagaie Orleans Metropole,"
			3		",niveau,Paul Tallet Pinet,"
			4		","
			339.23		",826,"
			347		","
			73		","
			1991		"
K1H,J,C.k. Dormans Eaux Libres,"
			3		",niveau,Noe Crapart,"
			4		","
			339.99		",854,"
			348		","
			186		","
			2006		"
K1D,J,Cadpa Huningue,"
			3		",niveau,Fia Buetikofer,"
			4		","
			340.43		",839,"
			349		","
			64		","
			2006		"
K1H,S,Canoe Kayak Aturin,"
